region,year,category,subcategory,subcategory_contribution,subcategory_weight_total,subcategory_score
울산,2016,가족·생활,돌봄여건,3.638516788191366,0.1693386773547093,21.48662576695257
울산,2017,가족·생활,돌봄여건,4.197942713866615,0.1693386773547093,24.790217919756703
울산,2018,가족·생활,돌봄여건,4.4942641296603485,0.1693386773547093,26.54009231598242
울산,2019,가족·생활,돌봄여건,5.212213273452306,0.1693386773547093,30.77981566216215
울산,2020,가족·생활,돌봄여건,6.2301818347755535,0.1693386773547093,36.79125130831955
울산,2021,가족·생활,돌봄여건,6.473751479603621,0.1693386773547093,38.229609329256895
울산,2022,가족·생활,돌봄여건,6.26827492103416,0.1693386773547093,37.01620337983487
울산,2023,가족·생활,돌봄여건,6.768842734662892,0.1693386773547093,39.97221922599744
울산,2024,가족·생활,돌봄여건,6.669206762312843,0.1693386773547093,39.38383638336224
인천,2016,가족·생활,돌봄여건,4.366483232824676,0.1693386773547093,25.785504534668803
인천,2017,가족·생활,돌봄여건,4.747757796173348,0.1693386773547093,28.03705491468049
인천,2018,가족·생활,돌봄여건,4.989634495182337,0.1693386773547093,29.465415539597476
인천,2019,가족·생활,돌봄여건,5.109166919260598,0.1693386773547093,30.17129340486437
인천,2020,가족·생활,돌봄여건,6.055595029040738,0.1693386773547093,35.76025940226425
인천,2021,가족·생활,돌봄여건,6.330180530316454,0.1693386773547093,37.38177614944274
인천,2022,가족·생활,돌봄여건,6.015631870271811,0.1693386773547093,35.52426394397201
인천,2023,가족·생활,돌봄여건,5.9633169000871575,0.1693386773547093,35.21532701944962
인천,2024,가족·생활,돌봄여건,5.820395229147744,0.1693386773547093,34.371328039582544
전남,2016,가족·생활,돌봄여건,11.022740774520964,0.1693386773547093,65.0928715560469
전남,2017,가족·생활,돌봄여건,11.69071251817755,0.1693386773547093,69.03746208959289
전남,2018,가족·생활,돌봄여건,11.866626667834144,0.1693386773547093,70.07629239348213
전남,2019,가족·생활,돌봄여건,12.42358080674263,0.1693386773547093,73.36528784100088
전남,2020,가족·생활,돌봄여건,13.04763941546038,0.1693386773547093,77.05055702147611
전남,2021,가족·생활,돌봄여건,13.771673470255408,0.1693386773547093,81.32621374742546
전남,2022,가족·생활,돌봄여건,13.981842623559055,0.1693386773547093,82.56733099592866
전남,2023,가족·생활,돌봄여건,14.160686266842438,0.1693386773547093,83.62346091306956
전남,2024,가족·생활,돌봄여건,14.577690934673193,0.1693386773547093,86.08600918818847
전북,2016,가족·생활,돌봄여건,9.757954086349487,0.1693386773547093,57.6238945454248
전북,2017,가족·생활,돌봄여건,10.194694911510924,0.1693386773547093,60.202991252591154
전북,2018,가족·생활,돌봄여건,10.420024577539309,0.1693386773547093,61.5336362626286
전북,2019,가족·생활,돌봄여건,10.735270472272564,0.1693386773547093,63.39526586584629
전북,2020,가족·생활,돌봄여건,11.957773752032534,0.1693386773547093,70.61454558892586
전북,2021,가족·생활,돌봄여건,12.443273278694644,0.1693386773547093,73.48157829667016
전북,2022,가족·생활,돌봄여건,12.999943332493771,0.1693386773547093,76.76889612916442
전북,2023,가족·생활,돌봄여건,13.18214741327651,0.1693386773547093,77.84487052337255
전북,2024,가족·생활,돌봄여건,13.356423860027718,0.1693386773547093,78.87402965862525
제주,2016,가족·생활,돌봄여건,8.413700211591856,0.1693386773547093,49.68563793590932
제주,2017,가족·생활,돌봄여건,8.543649854718446,0.1693386773547093,50.453032869875805
제주,2018,가족·생활,돌봄여건,8.53498473668287,0.1693386773547093,50.40186252786691
제주,2019,가족·생활,돌봄여건,8.795574053802737,0.1693386773547093,51.94072725263393
제주,2020,가족·생활,돌봄여건,9.494837960074618,0.1693386773547093,56.07010819026314
제주,2021,가족·생활,돌봄여건,9.8438981743482,0.1693386773547093,58.13142235502667
제주,2022,가족·생활,돌봄여건,10.275182078529904,0.1693386773547093,60.67829416788667
제주,2023,가족·생활,돌봄여건,10.601124408807554,0.1693386773547093,62.60308970408249
제주,2024,가족·생활,돌봄여건,11.234109011566414,0.1693386773547093,66.3410697842798
충남,2016,가족·생활,돌봄여건,8.050882227397835,0.1693386773547093,47.54307966238486
충남,2017,가족·생활,돌봄여건,8.539739690158655,0.1693386773547093,50.42994207561148
충남,2018,가족·생활,돌봄여건,8.890307036010546,0.1693386773547093,52.50015634283152
충남,2019,가족·생활,돌봄여건,8.819563047124639,0.1693386773547093,52.08239006526859
